event_id,entity_id,entity_type,timestamp,source_ip,geo_location,resource,auth_method,session_duration,command_sequence,device_fingerprint,login_status,label,attack_type,hour_of_day,day_of_week,is_weekend,login_date,time_since_last_login,login_frequency,failed_login,failed_login_ratio,avg_session_duration,session_ratio,new_device,new_location,auth_changed,new_resource,resource_count,command_length,prediction,anomaly_score,risk_score
EVT000183,USER053,user,2026-07-01 07:11:08,10.10.193.99,Bangalore,Payroll_DB,Password,653,login>finance_api>update>logout,macOS-ee:41:01:2a:e9:55,Success,normal,,7,2,0,2026-07-01,0.0,5,0,0.0,441.39830508474574,1.479389459537295,1,1,1,1,3,4,anomaly,0.1263845905756239,85.3374579585115
EVT001568,USER455,user,2026-07-01 11:06:01,10.30.246.104,Hyderabad,Payroll_DB,Password,1511,login>open_payroll>read>logout,Windows 11-be:ab:db:d0:e3:bd,Success,normal,,11,2,0,2026-07-01,0.0,3,0,0.0,1183.920792079208,1.2762678129390512,1,1,1,1,3,4,anomaly,0.12632038386463196,85.32117520129476
EVT032438,USER256,user,2026-07-19 07:40:11,10.20.53.35,Mumbai,Firewall,MFA,277,login>firewall>router>logout,macOS-c6:41:a3:69:be:6b,Failed,anomaly,Brute Force,7,6,1,2026-07-19,20.0,10,1,0.5,320.1588785046729,0.8651954345097352,0,0,0,0,4,4,anomaly,0.12622052573403242,85.29585127998575
EVT001440,USER419,user,2026-07-01 12:21:31,10.40.143.85,Chennai,SCADA,Token,190,login>plc>scada>logout,Ubuntu 22.04-c8:06:24:52:12:0f,Success,normal,,12,2,0,2026-07-01,0.0,5,0,0.0,427.86725663716817,0.4440629589029762,1,1,1,1,3,4,anomaly,0.12612060090694377,85.27051044451431
EVT051434,USER159,user,2026-08-02 18:08:44,10.50.75.10,Pune,Database,Password,2313,login>scada>plc>router>logout,Ubuntu 22.04-9a:dd:33:78:29:d2,Success,anomaly,Low and Slow,18,6,1,2026-08-02,86400.0,1,0,0.0,1054.409090909091,2.1936457300512995,0,0,0,1,8,5,anomaly,0.1259703130633436,85.2323975987983
EVT000896,USER259,user,2026-07-01 08:34:21,10.50.152.102,Pune,VPN,Password,174,login>vpn>server>logout,Windows 10-b4:49:3b:e7:d9:45,Success,normal,,8,2,0,2026-07-01,0.0,2,0,0.0,339.13829787234044,0.5130650271338498,1,1,1,1,4,4,anomaly,0.1259523360635456,85.22783864976208
EVT000803,USER231,user,2026-07-01 14:49:11,10.20.142.155,Mumbai,Firewall,Token,297,login>vpn>server>logout,Windows 10-a2:b7:41:54:7b:e3,Success,normal,,14,2,0,2026-07-01,0.0,2,0,0.0,529.9553571428571,0.5604245640636847,1,1,1,1,6,4,anomaly,0.12577014605599135,85.18163544741
EVT001386,USER404,user,2026-07-01 11:06:28,10.30.211.99,Hyderabad,PLC,Certificate,572,login>plc>scada>logout,Ubuntu 22.04-6e:0d:79:8c:13:cc,Success,normal,,11,2,0,2026-07-01,0.0,3,0,0.0,308.1515151515151,1.8562297177696925,1,1,1,1,3,4,anomaly,0.1257385180199716,85.1736146093419
EVT000153,USER046,user,2026-07-01 12:44:00,10.30.117.103,Hyderabad,Payroll_DB,Certificate,448,login>open_payroll>read>logout,Ubuntu 22.04-f6:e6:55:52:3a:0e,Success,normal,,12,2,0,2026-07-01,0.0,4,0,0.0,718.7719298245614,0.6232853307298023,1,1,1,1,8,4,anomaly,0.12565772567718514,85.15312575261275
EVT000889,USER256,user,2026-07-01 07:28:20,10.20.120.47,Mumbai,Firewall,MFA,353,login>vpn>server>logout,macOS-c6:41:a3:69:be:6b,Success,normal,,7,2,0,2026-07-01,0.0,2,0,0.0,320.1588785046729,1.1025775753860525,1,1,1,1,4,4,anomaly,0.12549677469622655,85.11230874600616
EVT001450,USER422,user,2026-07-01 08:06:32,10.10.148.157,Bangalore,Firewall,Password,170,login>firewall>router>logout,Ubuntu 22.04-c8:22:73:23:2d:fc,Success,normal,,8,2,0,2026-07-01,0.0,5,0,0.0,341.30434782608694,0.4980891719745223,1,1,1,1,5,4,anomaly,0.12496234446400212,84.97677777757379
EVT000348,USER100,user,2026-07-01 07:07:43,10.20.160.189,Mumbai,SCADA,Certificate,1240,login>plc>scada>logout,Windows 10-2e:4d:94:28:16:31,Success,normal,,7,2,0,2026-07-01,0.0,3,0,0.0,835.1122448979592,1.4848303417602424,1,1,1,1,3,4,anomaly,0.12390961592935645,84.70980688185354
EVT001574,USER457,user,2026-07-01 10:39:40,10.10.155.235,Bangalore,Payroll_DB,Token,220,login>finance_api>update>logout,Windows 10-02:9b:e0:f3:43:28,Success,normal,,10,2,0,2026-07-01,0.0,2,0,0.0,316.212962962963,0.6957336534801323,1,1,1,1,3,4,anomaly,0.1238466084300649,84.69382824351577
EVT000449,USER130,user,2026-07-01 08:02:42,10.50.157.165,Pune,Firewall,Password,503,login>firewall>router>logout,Windows 10-88:52:15:f3:c1:23,Success,normal,,8,2,0,2026-07-01,0.0,6,0,0.0,565.5405405405405,0.8894145758661888,1,1,1,1,5,4,anomaly,0.12382457540786596,84.68824069128527
EVT001430,USER416,user,2026-07-01 10:55:52,10.50.194.26,Pune,Invoices,MFA,477,login>finance_api>update>logout,Windows 10-86:23:da:ce:b5:c6,Success,normal,,10,2,0,2026-07-01,0.0,5,0,0.0,392.2432432432432,1.2160821332598362,1,1,1,1,8,4,anomaly,0.12337297334153552,84.57371486227092
EVT001318,USER384,user,2026-07-01 07:26:16,10.10.113.242,Bangalore,SCADA,Certificate,619,login>plc>scada>logout,Windows 11-be:ab:db:d0:e3:bd,Success,normal,,7,2,0,2026-07-01,0.0,3,0,0.0,464.32323232323233,1.3331230421162548,1,1,1,1,3,4,anomaly,0.12309752606504953,84.50386171047818
EVT001138,USER332,user,2026-07-01 07:07:04,10.20.62.22,Mumbai,SCADA,Token,225,login>sensor>read>logout,Windows 11-a0:42:60:a7:5d:8c,Success,normal,,7,2,0,2026-07-01,0.0,5,0,0.0,376.9298245614035,0.596928089364673,1,1,1,1,3,4,anomaly,0.12244586816862968,84.33860192451736
EVT001677,USER487,user,2026-07-01 12:28:40,10.40.43.121,Chennai,Employee_DB,Certificate,1527,login>employee_db>update>logout,Windows 10-36:07:d1:9a:15:4c,Success,normal,,12,2,0,2026-07-01,0.0,5,0,0.0,1218.7570093457944,1.25291587108054,1,1,1,1,4,4,anomaly,0.12225177286345457,84.2893795506837
EVT000858,USER247,user,2026-07-01 09:37:51,10.50.86.40,Pune,Payroll_DB,MFA,197,login>open_payroll>read>logout,Windows 11-58:57:71:14:a3:62,Success,normal,,9,2,0,2026-07-01,0.0,5,0,0.0,358.84033613445376,0.5489906795934617,1,1,1,1,3,4,anomaly,0.12221719515757867,84.28061067931199
EVT000915,USER265,user,2026-07-01 08:28:59,10.30.225.70,Hyderabad,Employee_DB,Token,306,login>employee_db>update>logout,macOS-d6:7d:47:28:0b:8e,Success,normal,,8,2,0,2026-07-01,0.0,5,0,0.0,520.7222222222222,0.5876453643443935,1,1,1,1,3,4,anomaly,0.12195131634614687,84.21318408061637
EVT000038,USER011,user,2026-07-01 10:40:48,10.40.34.25,Chennai,SCADA,Token,967,login>plc>scada>logout,Ubuntu 22.04-40:b1:33:90:ad:ae,Success,normal,,10,2,0,2026-07-01,0.0,3,0,0.0,612.3513513513514,1.5791587588824645,1,1,1,1,3,4,anomaly,0.1215141749671157,84.10232546733141
EVT000568,USER164,user,2026-07-01 11:38:14,10.50.224.123,Pune,Finance_API,Token,510,login>open_payroll>read>logout,Windows 11-c0:1e:09:39:d4:57,Success,normal,,11,2,0,2026-07-01,0.0,2,0,0.0,346.9019607843137,1.4701560027130909,1,1,1,1,3,4,anomaly,0.12139475728339555,84.07204126305805
EVT000383,USER111,user,2026-07-01 07:32:16,10.50.71.183,Pune,SCADA,Password,581,login>sensor>read>logout,Windows 10-a2:b7:41:54:7b:e3,Success,normal,,7,2,0,2026-07-01,0.0,5,0,0.0,494.7830188679245,1.1742521021221424,1,1,1,1,3,4,anomaly,0.1213633185901406,84.06406844212432
EVT000060,USER018,user,2026-07-01 11:48:43,10.40.155.133,Chennai,SCADA,Token,315,login>sensor>read>logout,Windows 11-bc:11:87:37:5e:bb,Success,normal,,11,2,0,2026-07-01,0.0,4,0,0.0,294.25454545454545,1.0705017301038062,1,1,1,1,3,4,anomaly,0.12107111916565483,83.98996696247728
EVT000643,USER184,user,2026-07-01 07:12:54,10.10.227.208,Bangalore,Firewall,Certificate,518,login>vpn>server>logout,Windows 11-58:57:71:14:a3:62,Success,normal,,7,2,0,2026-07-01,0.0,3,0,0.0,841.8440366972477,0.615315874935975,1,1,1,1,6,4,anomaly,0.12077755890901742,83.91552037716768
EVT000874,USER252,user,2026-07-01 11:30:47,10.20.31.215,Mumbai,Payroll_DB,Password,442,login>finance_api>update>logout,Windows 10-ce:d2:e1:94:77:e4,Success,normal,,11,2,0,2026-07-01,0.0,2,0,0.0,326.98936170212767,1.3517259329147282,1,1,1,1,3,4,anomaly,0.12064036473649209,83.88072807324384
EVT000927,USER269,user,2026-07-01 10:14:17,10.30.50.46,Hyderabad,SCADA,MFA,248,login>sensor>read>logout,Ubuntu 22.04-6e:0d:79:8c:13:cc,Success,normal,,10,2,0,2026-07-01,0.0,4,0,0.0,292.76724137931035,0.8470893083242543,1,1,1,1,3,4,anomaly,0.12059175351085372,83.86840031539971
EVT001693,USER492,user,2026-07-01 07:19:29,10.10.204.97,Bangalore,Employee_DB,MFA,418,login>attendance>read>logout,macOS-b6:67:fc:19:c7:a7,Success,normal,,7,2,0,2026-07-01,0.0,4,0,0.0,384.20952380952383,1.0879480442219027,1,1,1,1,3,4,anomaly,0.12049401888899736,83.84361491376845
EVT001055,USER308,user,2026-07-01 10:25:43,10.50.180.221,Pune,PLC,Password,188,login>plc>scada>logout,Windows 11-e8:10:91:56:c1:47,Success,normal,,10,2,0,2026-07-01,0.0,3,0,0.0,322.48514851485146,0.582972582972583,1,1,1,1,3,4,anomaly,0.12048752748607205,83.84196870052693
EVT001565,USER454,user,2026-07-01 12:03:12,10.40.225.228,Chennai,Firewall,MFA,494,login>firewall>router>logout,macOS-b6:67:fc:19:c7:a7,Success,normal,,12,2,0,2026-07-01,0.0,4,0,0.0,353.40384615384613,1.397834249333406,1,1,1,1,4,4,anomaly,0.12044541680588261,83.83128947445908
EVT000727,USER209,user,2026-07-01 07:46:54,10.10.226.123,Bangalore,SCADA,Token,1289,login>sensor>read>logout,Windows 10-88:52:15:f3:c1:23,Success,normal,,7,2,0,2026-07-01,0.0,4,0,0.0,1119.056074766355,1.15186363674325,1,1,1,1,3,4,anomaly,0.1203329653087919,83.80277188809625
EVT001617,USER468,user,2026-07-01 10:29:22,10.10.86.2,Bangalore,Employee_DB,MFA,222,login>employee_db>update>logout,Windows 11-e8:10:91:56:c1:47,Success,normal,,10,2,0,2026-07-01,0.0,3,0,0.0,297.9019607843137,0.7452116106101495,1,1,1,1,3,4,anomaly,0.12030263192107715,83.79507937153387
EVT000955,USER279,user,2026-07-01 10:55:00,10.50.149.84,Pune,Payroll_DB,Password,240,login>finance_api>update>logout,Windows 10-ca:d2:ed:16:4f:f3,Success,normal,,10,2,0,2026-07-01,0.0,5,0,0.0,368.8867924528302,0.650606107104496,1,1,1,1,3,4,anomaly,0.12020921548432395,83.77138905729404
EVT000455,USER131,user,2026-07-01 11:13:27,10.20.211.242,Mumbai,SCADA,Token,346,login>plc>scada>logout,Ubuntu 22.04-96:a2:74:0f:9f:3e,Success,normal,,11,2,0,2026-07-01,0.0,5,0,0.0,303.77064220183485,1.139017245024312,1,1,1,1,3,4,anomaly,0.12007418288688032,83.73714492663305
EVT000140,USER043,user,2026-07-01 09:25:13,10.30.223.200,Hyderabad,Invoices,Token,1410,login>open_payroll>read>logout,Ubuntu 22.04-9a:dd:33:78:29:d2,Success,normal,,9,2,0,2026-07-01,0.0,5,0,0.0,1024.6666666666667,1.376057254391672,1,1,1,1,3,4,anomaly,0.11990664885994351,83.69465846619907
EVT000271,USER077,user,2026-07-01 08:37:48,10.20.41.145,Mumbai,VPN,Token,328,login>vpn>server>logout,Windows 10-b0:70:43:76:09:71,Success,normal,,8,2,0,2026-07-01,0.0,5,0,0.0,314.6949152542373,1.0422793127591965,1,1,1,1,4,4,anomaly,0.11986465104716615,83.68400786319322
EVT000716,USER206,user,2026-07-01 14:54:22,10.40.15.186,Chennai,Invoices,Certificate,517,login>open_payroll>read>logout,macOS-44:21:4e:4e:a9:54,Success,normal,,14,2,0,2026-07-01,0.0,3,0,0.0,621.0642201834862,0.8324420940675964,1,1,1,1,9,4,anomaly,0.11966941992586122,83.6344974475334
EVT000767,USER219,user,2026-07-01 12:41:00,10.10.125.111,Bangalore,Payroll_DB,Certificate,266,login>finance_api>update>logout,Windows 10-86:23:da:ce:b5:c6,Success,normal,,12,2,0,2026-07-01,0.0,4,0,0.0,425.091743119266,0.6257472752778678,1,1,1,1,3,4,anomaly,0.11965065239137473,83.62973801969666
EVT001689,USER490,user,2026-07-01 12:01:10,10.30.140.145,Hyderabad,SCADA,MFA,291,login>sensor>read>logout,Windows 11-56:04:a0:95:0f:67,Success,normal,,12,2,0,2026-07-01,0.0,2,0,0.0,522.688679245283,0.5567367566104143,1,1,1,1,4,4,anomaly,0.11956302739777702,83.60751640960595
EVT000339,USER096,user,2026-07-01 10:27:33,10.40.109.7,Chennai,SCADA,Token,1348,login>sensor>read>logout,macOS-2a:7d:d1:9e:5b:01,Success,normal,,10,2,0,2026-07-01,0.0,4,0,0.0,1180.7403846153843,1.1416565551275684,1,1,1,1,3,4,anomaly,0.11948418907933012,83.58752309148056
EVT001020,USER296,user,2026-07-01 07:33:38,10.20.50.32,Mumbai,Payroll_DB,Certificate,559,login>open_payroll>read>logout,Windows 10-d8:0d:dc:16:ec:4e,Success,normal,,7,2,0,2026-07-01,0.0,2,0,0.0,462.44,1.2088054666551336,1,1,1,1,3,4,anomaly,0.11926029248641967,83.5307431411032
EVT000109,USER033,user,2026-07-01 08:03:07,10.50.94.82,Pune,Payroll_DB,Token,1324,login>open_payroll>read>logout,Windows 11-38:34:1e:2d:20:54,Success,normal,,8,2,0,2026-07-01,0.0,4,0,0.0,1166.3235294117646,1.1351910225696633,1,1,1,1,3,4,anomaly,0.11925702147221973,83.52991361519778
EVT000779,USER223,user,2026-07-01 12:50:27,10.30.157.104,Hyderabad,SCADA,Certificate,395,login>sensor>read>logout,Windows 10-ac:2b:92:5b:b6:5f,Success,normal,,12,2,0,2026-07-01,0.0,4,0,0.0,333.37254901960785,1.1848606046347487,1,1,1,1,3,4,anomaly,0.11914504557724526,83.50151664105242
EVT001517,USER440,user,2026-07-01 07:57:13,10.30.128.61,Hyderabad,Firewall,Certificate,452,login>vpn>server>logout,Windows 11-84:ea:f2:19:ec:a1,Success,normal,,7,2,0,2026-07-01,0.0,4,0,0.0,396.35849056603774,1.1403817775027372,1,1,1,1,4,4,anomaly,0.11906298378306612,83.48070585272912
EVT044606,USER244,user,2026-07-26 19:04:40,10.30.175.93,Hyderabad,Firewall,Password,1054,login>firewall>router>logout,Ubuntu 22.04-a0:a4:0d:e4:ca:9b,Failed,anomaly,Brute Force,19,6,1,2026-07-26,20.0,11,1,0.4,1120.4774774774776,0.9406704027401444,0,0,0,0,6,4,anomaly,0.11904438173516296,83.47598839212318
EVT000057,USER017,user,2026-07-01 09:32:46,10.30.16.241,Hyderabad,Payroll_DB,Token,249,login>finance_api>update>logout,macOS-c6:41:a3:69:be:6b,Success,normal,,9,2,0,2026-07-01,0.0,4,0,0.0,440.7264957264957,0.564976243576069,1,1,1,1,3,4,anomaly,0.11895197240792033,83.45255347984052
EVT001646,USER479,user,2026-07-01 10:40:54,10.50.164.141,Pune,Router,Password,189,login>firewall>router>logout,Windows 10-ce:d2:e1:94:77:e4,Success,normal,,10,2,0,2026-07-01,0.0,3,0,0.0,333.6909090909091,0.5663924154089249,1,1,1,1,4,4,anomaly,0.11882658510425514,83.42075538596373
EVT001578,USER459,user,2026-07-01 08:46:51,10.50.58.4,Pune,Server,Password,295,login>vpn>server>logout,Ubuntu 22.04-ca:3e:ff:4e:7c:ff,Success,normal,,8,2,0,2026-07-01,0.0,5,0,0.0,423.2857142857143,0.6969287883901452,1,1,1,1,5,4,anomaly,0.11878439487701731,83.41005598684455
EVT001271,USER370,user,2026-07-01 09:19:38,10.10.11.123,Bangalore,SCADA,MFA,1368,login>sensor>read>logout,Windows 10-18:10:ec:ce:56:fe,Success,normal,,9,2,0,2026-07-01,0.0,2,0,0.0,1122.9333333333334,1.218237948230824,1,1,1,1,3,4,anomaly,0.11874099515251513,83.39904986043774
EVT000300,USER086,user,2026-07-01 10:28:22,10.50.171.156,Pune,Firewall,Certificate,414,login>vpn>server>logout,Windows 10-06:53:a9:28:87:13,Success,normal,,10,2,0,2026-07-01,0.0,2,0,0.0,366.6078431372549,1.1292720757340748,1,1,1,1,4,4,anomaly,0.11866363262096202,83.37943080038171
EVT000913,USER264,user,2026-07-01 10:15:30,10.30.236.49,Hyderabad,Router,Certificate,236,login>vpn>server>logout,Windows 10-ac:2b:92:5b:b6:5f,Success,normal,,10,2,0,2026-07-01,0.0,4,0,0.0,313.5258620689655,0.7527289724765597,1,1,1,1,4,4,anomaly,0.11834616265549736,83.2989207370035
EVT000876,USER253,user,2026-07-01 09:00:43,10.30.104.39,Hyderabad,CRM,Token,856,login>reports>download>logout,macOS-12:fa:44:b9:cd:a1,Success,normal,,9,2,0,2026-07-01,0.0,5,0,0.0,1170.7142857142858,0.7311775472849298,1,1,1,1,3,4,anomaly,0.11826979302527751,83.2795534757252
EVT042336,USER102,user,2026-07-25 09:37:35,10.30.205.68,Hyderabad,Firewall,Password,1216,login>firewall>router>logout,Windows 10-cc:51:9c:fa:99:60,Failed,anomaly,Brute Force,9,5,1,2026-07-25,20.0,11,1,0.5,1163.142857142857,1.0454433800049128,0,0,0,0,4,4,anomaly,0.11822272893525898,83.26761806991543
EVT000836,USER241,user,2026-07-01 08:08:28,10.40.44.190,Chennai,Firewall,Token,471,login>firewall>router>logout,Ubuntu 22.04-34:b5:3f:bb:0e:5e,Success,normal,,8,2,0,2026-07-01,0.0,2,0,0.0,361.10084033613447,1.3043447906727792,1,1,1,1,4,4,anomaly,0.11821477549011106,83.26560108423932
EVT001085,USER316,user,2026-07-01 08:14:27,10.10.1.12,Bangalore,Employee_DB,Token,513,login>attendance>read>logout,Ubuntu 22.04-52:4a:24:a6:8a:c8,Success,normal,,8,2,0,2026-07-01,0.0,4,0,0.0,418.37391304347824,1.2261758776214329,1,1,1,1,3,4,anomaly,0.11821061083886186,83.2645449328786
EVT000470,USER136,user,2026-07-01 11:03:47,10.40.218.116,Chennai,SCADA,MFA,1300,login>plc>scada>logout,Windows 10-b4:4c:e4:5d:84:cf,Success,normal,,11,2,0,2026-07-01,0.0,4,0,0.0,1137.0442477876106,1.1433152250050589,1,1,1,1,3,4,anomaly,0.11815700032155452,83.25094935970418
EVT000438,USER127,user,2026-07-01 12:50:50,10.20.2.113,Mumbai,Firewall,Password,222,login>vpn>server>logout,Ubuntu 22.04-74:df:8a:12:44:b7,Success,normal,,12,2,0,2026-07-01,0.0,4,0,0.0,328.6371681415929,0.6755170185264973,1,1,1,1,4,4,anomaly,0.11808131926259757,83.23175671940437
EVT043337,USER389,user,2026-07-25 09:34:26,10.30.151.249,Hyderabad,VPN,MFA,1211,login>vpn>server>logout,Windows 10-4a:db:0c:4f:c4:a7,Failed,anomaly,Brute Force,9,5,1,2026-07-25,20.0,11,1,0.5,1079.942857142857,1.1213556272818668,0,0,0,0,4,4,anomaly,0.1180383169536654,83.22085137718571
EVT001237,USER360,user,2026-07-01 09:08:24,10.20.77.185,Mumbai,Employee_DB,Password,1330,login>employee_db>update>logout,macOS-cc:d4:e3:06:f3:0c,Success,normal,,9,2,0,2026-07-01,0.0,4,0,0.0,1073.5841584158416,1.238840932566032,1,1,1,1,3,4,anomaly,0.11803477600473067,83.2199533961035
EVT000364,USER105,user,2026-07-01 12:36:10,10.30.159.193,Hyderabad,Sensors,Password,391,login>sensor>read>logout,Windows 11-9a:63:5e:14:7b:2c,Success,normal,,12,2,0,2026-07-01,0.0,4,0,0.0,348.1759259259259,1.1229955056777383,1,1,1,1,3,4,anomaly,0.11798176895029744,83.20651086050596
EVT000919,USER266,user,2026-07-01 09:38:29,10.30.78.64,Hyderabad,Payroll_DB,MFA,614,login>finance_api>update>logout,Windows 11-c8:4c:f9:6e:ed:f8,Success,normal,,9,2,0,2026-07-01,0.0,3,0,0.0,448.37373737373736,1.3693933181644102,1,1,1,1,3,4,anomaly,0.11784700924292535,83.17233593449217
EVT001206,USER351,user,2026-07-01 10:59:02,10.40.137.165,Chennai,SCADA,Certificate,284,login>sensor>read>logout,Ubuntu 22.04-9a:dd:33:78:29:d2,Success,normal,,10,2,0,2026-07-01,0.0,5,0,0.0,411.5566037735849,0.6900630372492836,1,1,1,1,3,4,anomaly,0.11781416769581232,83.16400735123347
EVT051815,USER263,user,2026-08-02 16:42:54,10.40.1.249,Chennai,Database,Password,2137,login>scada>plc>router>logout,Windows 10-d8:0d:dc:16:ec:4e,Success,anomaly,Low and Slow,16,6,1,2026-08-02,86400.0,1,0,0.0,1063.6752136752136,2.009071916432302,0,0,0,1,8,5,anomaly,0.11770853089628219,83.13721796530591
